episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,3.19983921809313,0.6830878594006785,0.18502254030112755,-20.44128567801542,1.3008237385043895,[-20.44128567801542, 1.3008237385043895],0.0,False,True,0.7911520337204164,1,17.709159380834848,1389.935,prepare,0.0
120,2.0,3.1997327938476547,0.6831032114197833,0.18326595495146542,-8.430795637956635,0.5,[-8.430795637956635, 0.5],12.891551358137926,False,True,0.7905513581379262,1,17.709159380834848,1390.0,in_progress,0.0
120,3.0,3.209028963485794,0.6814651077153909,-0.2476971877131188,-23.66906022990507,0.5,[-23.66906022990507, 0.5],11.44401507063566,False,True,0.8430150706356592,1,17.709159380834848,1390.063,in_progress,0.0
120,4.0,3.237614739585044,0.6727840421151028,-2.2079531621505937,-26.30862323548683,0.8211722510392042,[-26.30862323548683, 0.8211722510392042],11.6696080002363,False,True,1.0043735500284594,1,17.709159380834848,1390.137,in_progress,0.0
120,5.0,3.264796300811479,0.6585531116126175,-5.3280994324095525,-1.0944824066536007,1.6437761872460777,[-1.0944824066536007, 1.6437761872460777],13.487494265654567,False,True,1.1577390282053515,1,17.709159380834848,1390.205,in_progress,0.0
120,6.0,3.3014801863110144,0.6419248253357184,-8.461995570427554,-30.0,1.3641609401416066,[-30.0, 1.3641609401416066],12.138573582311308,False,True,1.3647413942829862,2,17.709159380834848,1390.273,in_progress,0.0
120,7.0,3.353907454887418,0.6162714638993847,-12.511638625296236,-18.384616497202305,0.860111961155873,[-18.384616497202305, 0.860111961155873],13.333587670443299,False,True,1.6605652782121252,2,17.709159380834848,1390.336,in_progress,0.0
120,8.0,3.3915414155840176,0.5886108052077155,-16.926735477245366,-18.360710743435327,0.5107951321942039,[-18.360710743435327, 0.5107951321942039],12.976680048419682,False,True,1.873521021980842,2,17.709159380834848,1390.405,in_progress,0.0
120,9.0,3.4429245948511933,0.5509581045205842,-21.711938784474096,30.0,2.1889170129237154,[30.0, 2.1889170129237154],12.602400812070263,False,True,2.163617409485519,3,17.709159380834848,1390.454,in_progress,0.0
120,10.0,3.4869241005183884,0.52070572036832,-24.446987304595538,3.9654478296068945,0.9926954324544622,[3.9654478296068945, 0.9926954324544622],14.111569385014072,False,True,2.4120302985231783,3,17.709159380834848,1390.532,in_progress,0.0
120,11.0,3.5453291699052376,0.5005729344429155,-23.066112422722494,30.0,1.80508734856836,[30.0, 1.80508734856836],13.103673715048783,False,True,2.741656245335111,3,17.709159380834848,1390.604,in_progress,0.0
120,12.0,3.613996014617988,0.48749581019482374,-19.539289762234656,11.874461979319697,0.5,[11.874461979319697, 0.5],13.83037462530881,False,True,3.1293746253088117,4,17.709159380834848,1390.671,in_progress,0.0
120,13.0,3.68485692782237,0.48102653176038157,-14.44889465897856,30.0,1.6198026796949834,[30.0, 1.6198026796949834],13.454482781618864,False,True,3.52952224567987,4,17.709159380834848,1390.744,in_progress,0.0
120,14.0,3.7572002245008442,0.4839025783068158,-9.102938371402919,30.0,2.1833782633564796,[30.0, 2.1833782633564796],13.97571173526101,False,True,3.9380360825897145,5,17.709159380834848,1390.809,in_progress,0.0
120,15.0,3.8310325556637186,0.5020708546659742,-2.4108400181147767,-30.0,2.4,[-30.0, 2.4],14.836016971151206,False,True,4.355016971151205,5,17.709159380834848,1390.873,in_progress,0.0
120,16.0,3.926750145574002,0.5235864707061364,3.185936783452159,-30.0,1.1033907023996954,[-30.0, 1.1033907023996954],15.1172349889378,False,True,4.895556848457862,6,17.709159380834848,1390.92,in_progress,0.0
120,17.0,4.016130510135315,0.5270951565817938,3.0786321275513844,-26.88902416882351,2.4,[-26.88902416882351, 2.4],15.88127669562515,False,True,5.400276695625149,6,17.709159380834848,1391.003,in_progress,0.0
120,18.0,4.117650547568701,0.5214624256798858,0.6461554413029266,-30.0,2.4,[-30.0, 2.4],16.454522748677835,False,True,5.973522748677835,7,17.709159380834848,1391.074,in_progress,0.0
120,19.0,4.214463409626609,0.49940143697651185,-4.379662312715489,30.0,1.1659414868661206,[30.0, 1.1659414868661206],16.7543493725431,False,True,6.520161075169874,8,17.709159380834848,1391.126,in_progress,0.0
120,20.0,4.316950148109442,0.46773648579940985,-10.23806339046054,30.0,0.5,[30.0, 0.5],16.799812279073205,False,True,7.098812279073201,8,17.709159380834848,1391.205,in_progress,0.0
120,21.0,4.413317685627327,0.4523713404633041,-9.91067003383545,30.0,2.3675726415084446,[30.0, 2.3675726415084446],17.71746854110466,False,True,7.64295401280297,9,17.709159380834848,1391.269,in_progress,0.0
120,22.0,4.511260863451766,0.4472171651569644,-7.361299159360289,26.90789474629696,2.145290974115334,[26.90789474629696, 2.145290974115334],18.226066910159382,False,True,8.196008715336314,10,17.709159380834848,1391.341,in_progress,0.0
120,23.0,4.602163792253741,0.4567717011409607,-2.7415170780505584,24.063370131953008,2.4,[24.063370131953008, 2.4],18.790322802503386,False,True,8.709322802503383,10,17.709159380834848,1391.393,in_progress,0.0
120,24.0,4.725515113578031,0.4903169821649275,5.514342959094362,-13.420730505478883,0.5,[-13.420730505478883, 0.5],20.106913352362305,False,True,9.405913352362303,11,17.709159380834848,1391.471,in_progress,0.0
120,25.0,4.826176213109042,0.5222404538629747,11.394883998833249,3.8398249485288147,0.5,[3.8398249485288147, 0.5],21.57539528815712,False,True,9.97439528815712,12,17.709159380834848,1391.524,in_progress,0.0
120,26.0,4.926860473855694,0.5564662711356639,16.84343668099006,-8.0784736048269,2.1829052719952395,[-8.0784736048269, 2.1829052719952395],22.480591057445974,False,True,10.543010003046925,12,17.709159380834848,1391.606,in_progress,0.0
120,27.0,5.028480389725072,0.5995397447817796,21.029527829947934,17.798919460929902,0.5365823347967503,[17.798919460929902, 0.5365823347967503],22.225265289748577,False,True,11.116948822789228,13,17.709159380834848,1391.668,in_progress,0.0
120,28.0,5.104604463171518,0.6369536234820711,23.443012719219663,19.45197606676939,1.2631421837194987,[19.45197606676939, 1.2631421837194987],23.30050873787372,False,True,11.54688030112982,14,17.709159380834848,1391.732,in_progress,0.0
120,29.0,5.179313288235577,0.6845966595851242,26.728136515255127,-30.0,2.4,[-30.0, 2.4],22.949840347004862,False,True,11.968840347004862,14,17.709159380834848,1391.798,in_progress,0.0
120,30.0,5.272250521415481,0.7398374491697652,28.05378321210143,-30.0,1.851571809771594,[-30.0, 1.851571809771594],23.36504642534912,False,True,12.493732063394804,15,17.709159380834848,1391.878,in_progress,0.0
120,31.0,5.365358066523455,0.77662093763448,25.657471304314384,-30.0,1.4391435508858081,[-30.0, 1.4391435508858081],23.308459436484288,False,True,13.019630726307128,15,17.709159380834848,1391.936,in_progress,0.0
120,32.0,5.474352658743033,0.8095727522786601,22.05950333662731,-30.0,1.1939035999355356,[-30.0, 1.1939035999355356],23.875684807647975,False,True,13.635904087660865,16,17.709159380834848,1392.004,in_progress,0.0
120,33.0,5.571285547059416,0.8307049019841466,18.410178880667313,-30.0,1.2665685529681436,[-30.0, 1.2665685529681436],24.43775220538319,False,True,14.183438494789563,17,17.709159380834848,1392.075,in_progress,0.0
120,34.0,5.661745775921537,0.8420837715547469,14.591644582241647,-3.4814246587802202,1.920570525493756,[-3.4814246587802202, 1.920570525493756],26.577863292404494,False,True,14.692749187305745,17,17.709159380834848,1392.145,in_progress,0.0
120,35.0,5.75666561807846,0.8528425864916712,11.685483367104316,-16.236169496670822,0.5,[-16.236169496670822, 0.5],26.325632675469727,False,True,15.224632675469726,18,17.709159380834848,1392.191,in_progress,0.0
