episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
30,1.0,3.977113239777661,3.5120739954296596,129.25307059203757,1.252136782181843,0.9510883204845524,[1.252136782181843, 0.9510883204845524],0.0,False,True,0.79143123221741,60,17.709159380834848,344.868,prepare,0.0
30,2.0,3.9772551891196497,3.5119887562299907,129.247532870511,-13.870670067419354,2.4,[-13.870670067419354, 2.4],12.771551358137925,False,True,0.7905513581379253,60,17.709159380834848,344.938,in_progress,0.0
30,3.0,3.969507462914956,3.5175922509283617,129.87394449276323,-5.821104357655948,0.5,[-5.821104357655948, 0.5],12.943719986540218,False,True,0.8427199865402191,60,17.709159380834848,344.997,in_progress,0.0
30,4.0,3.9593298741572696,3.534638718854273,128.91093470004728,-1.0572251704344993,2.33061621956697,[-1.0572251704344993, 2.33061621956697],13.420764723320813,False,True,0.9536414794074188,60,17.709159380834848,345.073,in_progress,0.0
30,5.0,3.944464115474542,3.5599471951798924,127.70510757588869,-30.0,1.5560583284611345,[-30.0, 1.5560583284611345],11.929662657715088,False,True,1.1174509920228615,60,17.709159380834848,345.097,in_progress,0.0
30,6.0,3.9255413005557345,3.599646553149378,125.52887666983409,-30.0,2.392120333555079,[-30.0, 2.392120333555079],12.338145509193795,False,True,1.3587214424827798,61,17.709159380834848,345.181,in_progress,0.0
30,7.0,3.9157121956738385,3.652910065055891,120.13372352912512,30.0,2.1868329962308843,[30.0, 2.1868329962308843],12.5652799655694,False,True,1.6269133663232238,61,17.709159380834848,345.27,in_progress,0.0
30,8.0,3.902530899152784,3.712879046567338,115.94032714800515,30.0,0.5,[30.0, 0.5],12.537574541005942,False,True,1.936574541005942,61,17.709159380834848,345.337,in_progress,0.0
30,9.0,3.877519808714463,3.7701394432366087,114.86923273348842,-13.367563235227525,1.0416068554020081,[-13.367563235227525, 1.0416068554020081],13.48578865127393,False,True,2.276467280193528,62,17.709159380834848,345.399,in_progress,0.0
30,10.0,3.8598212129602207,3.8211865981159563,113.50394298387836,30.0,0.5,[30.0, 0.5],12.663901063280397,False,True,2.5629010632803984,62,17.709159380834848,345.47,in_progress,0.0
30,11.0,3.849354737758698,3.8689070226803652,110.8650917864763,30.0,0.6122453352551817,[30.0, 0.6122453352551817],12.932568840001034,False,True,2.8091197729499973,62,17.709159380834848,345.534,in_progress,0.0
30,12.0,3.8279268799864967,3.926299858990414,110.76169521991046,30.0,2.4,[30.0, 2.4],13.617780461983225,False,True,3.136780461983224,63,17.709159380834848,345.593,in_progress,0.0
30,13.0,3.8009285725452346,3.9696086075418204,113.10654241264669,30.0,1.829418798041486,[30.0, 1.829418798041486],13.788950595152587,False,True,3.4220668355442907,63,17.709159380834848,345.67,in_progress,0.0
30,14.0,3.7531923800959746,4.015958580532761,118.92988206034532,-10.19219688873861,1.5663320674393504,[-10.19219688873861, 1.5663320674393504],15.109541643376332,False,True,3.7952752298884618,63,17.709159380834848,345.738,in_progress,0.0
30,15.0,3.697948579460725,4.070175873517115,124.10107963248112,30.0,0.898721224822718,[30.0, 0.898721224822718],14.413027445636095,False,True,4.232283200671549,64,17.709159380834848,345.804,in_progress,0.0
30,16.0,3.652681550235847,4.125946926955315,125.39111187082567,30.0,1.8985449968657875,[30.0, 1.8985449968657875],15.01860007478948,False,True,4.637891075416323,64,17.709159380834848,345.87,in_progress,0.0
30,17.0,3.5864670977757838,4.189712080412468,129.16690749961967,17.15231278999775,1.2392933148749807,[17.15231278999775, 1.2392933148749807],16.402961836521207,False,True,5.1541031735462095,65,17.709159380834848,345.935,in_progress,0.0
30,18.0,3.5154760080659266,4.2355951011215,134.95157348667095,-3.7321487421024777,1.4776740957079757,[-3.7321487421024777, 1.4776740957079757],17.404119509833407,False,True,5.607584690691814,66,17.709159380834848,346.003,in_progress,0.0
