episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,1.0,3.1998743269995904,0.6830691295242362,0.1761436040813052,4.607264189495737,2.1392486884949937,[4.607264189495737 2.1392486884949937],0.0,False,True,0.7913499472236166,1,17.709159380834848,116.75,prepare,0.0
40,2.0,3.199774188984844,0.6831514041315747,0.19581235985784706,-3.433175941499403,3.0918187908223818,[-3.433175941499403 3.0918187908223818],109.99678563415,False,True,0.7907859772592618,1,17.709159380834848,116.816,in_progress,0.0
40,3.0,3.205629932153524,0.6806818225539568,-0.37245705820717623,-7.748719169593205,1.1821148876544862,[-7.748719169593205 1.1821148876544862],94.20188755209992,False,True,0.8238073867555505,1,17.709159380834848,116.883,in_progress,0.0
40,4.0,3.2270822670748234,0.6799543525221743,-0.5632104909690322,-1.6324085367161416,1.77282496708026,[-1.6324085367161416 1.77282496708026],112.22434018290083,False,True,0.9449609051209824,1,17.709159380834848,116.951,in_progress,0.0
40,5.0,3.259208854728762,0.6770556962591988,-1.1824953392167374,30.0,2.5245146937556493,[30.0 2.5245146937556493],137.87993645107827,False,True,1.1263478951352177,1,17.709159380834848,117.017,in_progress,0.0
40,6.0,3.307287848814218,0.6824521387706998,0.36548784639834164,11.45323346804821,4.0,[11.45323346804821 4.0],179.78864840988652,False,True,1.3978864840988652,2,17.709159380834848,117.086,in_progress,0.0
40,7.0,3.3643130539350774,0.6979433767780959,3.8955604704657274,30.0,3.42027720647911,[30.0 3.42027720647911],206.1952282306651,False,True,1.7199245616587397,2,17.709159380834848,117.147,in_progress,0.0
40,8.0,3.436914388394007,0.7284554812279302,9.994640986767463,9.142036350402648,4.0,[9.142036350402648 4.0],252.9933112721832,False,True,2.129933112721832,3,17.709159380834848,117.217,in_progress,0.0
40,9.0,3.5130547934329064,0.7687958179479906,15.864829021142155,9.343242073827021,3.6303828122926873,[9.343242073827021 3.6303828122926873],292.3046935145534,False,True,2.5600086539162654,3,17.709159380834848,117.282,in_progress,0.0
40,10.0,3.611308291494017,0.819212472797763,20.443808995086044,-29.42812444972969,2.2211683295765114,[-29.42812444972969 2.2211683295765114],333.70554739225486,False,True,3.1149386409648976,4,17.709159380834848,117.343,in_progress,0.0
40,11.0,3.713606809675778,0.8662960818509582,22.271418256296272,-0.14571272118573475,3.0202862831649897,[-0.14571272118573475 3.0202862831649897],399.4708612382335,False,True,3.6926799840658364,4,17.709159380834848,117.417,in_progress,0.0
40,12.0,3.8310291259671025,0.9165695705948999,22.840455496530588,-19.412595006282945,1.0,[-19.412595006282945 1.0],445.5811785237151,False,True,4.355811785237151,5,17.709159380834848,117.489,in_progress,0.0
40,13.0,3.9475342587641835,0.9702524719827206,23.728325989558158,11.812405424958584,3.1541305192404625,[11.812405424958584 3.1541305192404625],532.9210893962147,False,True,5.013797842038101,6,17.709159380834848,117.553,in_progress,0.0
40,14.0,4.055558129353497,1.015288515752769,23.409798327670043,-18.33736733205405,2.6564313481782706,[-18.33736733205405 2.6564313481782706],0.0,False,False,5.623874216528553,7,17.709159380834848,117.615,in_progress,0.0
40,15.0,4.185059234133255,1.074806298171674,23.875680522089738,-5.771557069629271,4.0,[-5.771557069629271 4.0],0.0,False,False,6.355271043585282,8,17.709159380834848,117.685,in_progress,0.0
40,16.0,4.321327979977422,1.1233720808585645,21.687221517625403,-7.100842038819813,3.7985737494968594,[-7.100842038819813 3.7985737494968594],0.0,False,False,7.12486430153475,8,17.709159380834848,117.756,in_progress,0.0
40,17.0,4.472158800247755,1.1656277887494266,18.30804859776357,4.82013801611307,1.0,[4.82013801611307 1.0],0.0,False,False,7.9766500034835905,9,17.709159380834848,117.815,in_progress,0.0
40,18.0,4.630081103972996,1.2077116226563747,14.458585715572891,-18.333927503731108,1.0,[-18.333927503731108 1.0],0.0,True,False,8.868524722012463,10,17.709159380834848,117.887,off_track,0.0
41,1.0,4.08542039049804,0.6835149883060927,-0.03367205399326285,-6.673298786684988,4.0,[-6.673298786684988 4.0],0.0,False,True,0.7918493463255828,7,17.709159380834848,118.016,prepare,0.0
