episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,3.19995370648962,0.6832795653330451,0.2335529225109139,-4.253168582456738,2.125213656445511,[-4.253168582456738 2.125213656445511],0.0,False,True,0.7918019855154751,1,17.709159380834848,998.951,prepare,0.0
120,2.0,3.1997327938476547,0.6831032114197833,0.18326595495146542,5.6919322296331885,1.6958976854466306,[5.6919322296331885 1.6958976854466306],96.01411266825892,False,True,0.7905513581379262,1,17.709159380834848,999.018,in_progress,0.0
120,3.0,3.204853262161359,0.6845376459121997,0.5168792868432533,-30.0,1.0,[-30.0 1.0],91.94913556609029,False,True,0.8194913556609029,1,17.709159380834848,999.085,in_progress,0.0
120,4.0,3.227016780310891,0.677423798320057,-1.1642092701763962,-30.0,2.086461417139647,[-30.0 2.086461417139647],115.32153747962376,False,True,0.9445692330822729,1,17.709159380834848,999.147,in_progress,0.0
120,5.0,3.2532317250823826,0.6647721902125335,-4.123400010854579,-30.0,1.0,[-30.0 1.0],119.24900889505385,False,True,1.0924900889505385,1,17.709159380834848,999.214,in_progress,0.0
120,6.0,3.2927485095504627,0.6399857737641994,-9.10263476778491,30.0,1.2260064036275828,[30.0 1.2260064036275828],143.80193328636614,False,True,1.315418692500903,2,17.709159380834848,999.278,in_progress,0.0
120,7.0,3.3387087254089556,0.6168012120779917,-12.750814635614345,-27.087342406342515,1.0,[-27.087342406342515 1.0],167.47458437227695,False,True,1.5747458437227695,2,17.709159380834848,999.353,in_progress,0.0
120,8.0,3.390438553882252,0.5968415641541841,-14.657870452079262,-8.575345218448746,1.0,[-8.575345218448746 1.0],196.73051710812004,False,True,1.8673051710812003,2,17.709159380834848,999.419,in_progress,0.0
120,9.0,3.4509324420505236,0.5711781906725857,-16.80668024096022,30.0,2.7229119426264083,[30.0 2.7229119426264083],248.1156224582535,False,True,2.2088650303198945,3,17.709159380834848,999.465,in_progress,0.0
120,10.0,3.5268856061191984,0.5485660284833701,-16.59901249939428,1.8409748739652052,1.2910189613679015,[1.8409748739652052 1.2910189613679015],276.6718332169859,False,True,2.6376164360330687,3,17.709159380834848,999.557,in_progress,0.0
120,11.0,3.5992618019498392,0.5392351173639016,-13.888275113493565,30.0,1.0,[30.0 1.0],314.6289130091284,False,True,3.0462891300912838,4,17.709159380834848,999.623,in_progress,0.0
120,12.0,3.6805612172530013,0.5291452656132227,-11.77662565690046,-5.290141599986445,1.0,[-5.290141599986445 1.0],360.53667953819735,False,True,3.5053667953819736,4,17.709159380834848,999.682,in_progress,0.0
120,13.0,3.7463076613832604,0.5207601554891987,-10.603886729240655,30.0,1.0,[30.0 1.0],397.66057933303233,False,True,3.8766057933303233,5,17.709159380834848,999.756,in_progress,0.0
120,14.0,3.8245033148501846,0.5098721581060834,-9.797648646666755,30.0,1.3542202233539637,[30.0 1.3542202233539637],445.3585032369886,False,True,4.31816301003449,5,17.709159380834848,999.807,in_progress,0.0
120,15.0,3.9051482208150894,0.5150406856150512,-5.60267049795271,12.791704221509235,2.0367854689474196,[12.791704221509235 2.0367854689474196],497.7236966947939,False,True,4.773558420053197,6,17.709159380834848,999.888,in_progress,0.0
120,16.0,3.9926353870431863,0.5267401144532672,-1.2372080070471194,30.0,1.9954137517407706,[30.0 1.9954137517407706],546.7145228857405,False,True,5.267603853683328,6,17.709159380834848,999.952,in_progress,0.0
120,17.0,4.105080664600969,0.5520281474617997,4.618230010363867,9.101143215921113,1.0579045888025422,[9.101143215921113 1.0579045888025422],600.8399367115252,False,True,5.902608908234997,7,17.709159380834848,1000.011,in_progress,0.0
120,18.0,4.206487298128493,0.5895063214139175,11.938167516794309,-30.0,2.8730672471309426,[-30.0 2.8730672471309426],676.2608309567064,False,True,6.475301584853971,8,17.709159380834848,1000.064,in_progress,0.0
120,19.0,4.300685169251999,0.621516463588944,14.567938795480744,-30.0,2.4170992217594813,[-30.0 2.4170992217594813],724.8989457614551,False,True,7.007279535438602,8,17.709159380834848,1000.146,in_progress,0.0
120,20.0,4.403925010030874,0.6357055586473686,11.869277002350445,-30.0,3.0241516869401632,[-30.0 3.0241516869401632],789.2697737740847,False,True,7.59028256904683,9,17.709159380834848,1000.208,in_progress,0.0
120,21.0,4.555176927734985,0.632683011860783,4.84748537262494,-30.0,4.0,[-30.0 4.0],884.4366160212086,False,True,8.444366160212086,10,17.709159380834848,1000.28,in_progress,0.0
120,22.0,4.6552168957769275,0.617055510287886,-0.603429667622508,-22.596176756843644,1.8599815478145239,[-22.596176756843644 1.8599815478145239],919.5233629228426,False,True,9.009235474446973,11,17.709159380834848,1000.344,in_progress,0.0
120,23.0,4.795992221519925,0.580600596471829,-8.674916352240267,-17.628243862562876,1.0,[-17.628243862562876 1.0],990.4079242343496,False,True,9.804079242343496,12,17.709159380834848,1000.422,in_progress,0.0
120,24.0,4.913393352865715,0.5379705042586262,-15.584312473689065,30.0,2.7550559013273492,[30.0 2.7550559013273492],1074.2428909719422,False,True,10.466923319586687,12,17.709159380834848,1000.483,in_progress,0.0
120,25.0,5.027839871153586,0.4955810192609951,-18.88230783775104,30.0,1.8162635271039052,[30.0 1.8162635271039052],1129.4751469227683,False,True,11.113125116517292,13,17.709159380834848,1000.551,in_progress,0.0
120,26.0,5.1519992326892154,0.4715596088996844,-15.652582284794041,30.0,1.0,[30.0 1.0],1191.4179795130021,False,True,11.814179795130022,14,17.709159380834848,1000.617,in_progress,0.0
