episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
140,1.0,3.199903269951842,0.6830098177099745,0.12854665689699937,-30.0,1.0182791563229316,[-30.0 1.0182791563229316],0.0,False,True,0.7915123100406636,1,17.709159380834848,1171.62,prepare,0.0
140,2.0,3.1997327938476627,0.6831032114197833,0.18326595495146542,-8.085779080693651,1.2858796412432991,[-8.085779080693651 1.2858796412432991],91.9139322262257,False,True,0.7905513581379271,1,17.709159380834848,1171.682,in_progress,0.0
140,3.0,3.2087185747820137,0.6845836935233461,0.5665098336204588,30.0,1.0,[30.0 1.0],94.13187052933532,False,True,0.8413187052933532,1,17.709159380834848,1171.752,in_progress,0.0
140,4.0,3.231178967408493,0.6885808360997152,1.3825582233224722,-30.0,2.6668355132357267,[-30.0 2.6668355132357267],123.48522525890739,False,True,0.9681687012655013,1,17.709159380834848,1171.821,in_progress,0.0
140,5.0,3.2620235155253248,0.700659617408139,3.927771119871671,-30.0,4.0,[-30.0 4.0],154.24457971263678,False,True,1.1424457971263677,1,17.709159380834848,1171.891,in_progress,0.0
140,6.0,3.3119630037572603,0.6967695597122563,2.134760390959188,-21.644028963992497,1.9756197615575892,[-21.644028963992497 1.9756197615575892],162.19718778664222,False,True,1.4244099017106633,2,17.709159380834848,1171.944,in_progress,0.0
140,7.0,3.365335319680973,0.673876802099113,-3.5916061935350934,-1.4638661007162774,3.515686989480743,[-1.4638661007162774 3.515686989480743],207.72313318103062,False,True,1.7256626328622318,2,17.709159380834848,1172.018,in_progress,0.0
140,8.0,3.4327051148247145,0.6486577076078767,-8.239609158868403,30.0,2.261365261411159,[30.0 2.261365261411159],233.2186493016866,False,True,2.10604996687575,2,17.709159380834848,1172.085,in_progress,0.0
140,9.0,3.520766483846348,0.6398841201570059,-7.604097555473141,30.0,4.0,[30.0 4.0],300.32670068187207,False,True,2.603267006818721,3,17.709159380834848,1172.124,in_progress,0.0
140,10.0,3.6148611997303983,0.6473472992300772,-3.1621003500244345,-18.530562918440843,1.1294810791538503,[-18.530562918440843 1.1294810791538503],324.7565355748329,False,True,3.134617247832944,4,17.709159380834848,1172.22,in_progress,0.0
140,11.0,3.7214478024447892,0.6610319440364927,1.2328900773697684,30.0,4.0,[30.0 4.0],413.65232864362775,False,True,3.7365232864362774,4,17.709159380834848,1172.285,in_progress,0.0
140,12.0,3.796141729969796,0.6645932891153029,2.144812030884421,-28.714529761315404,3.1864502284428244,[-28.714529761315404 3.1864502284428244],447.6957122961671,False,True,4.158312100117389,5,17.709159380834848,1172.346,in_progress,0.0
