episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
120,1.0,-1.4433260026938362,-1.713407225595709,179.04316225156327,-30.0,1.33,1,0.0,False,True,0.844254953168851,1,16.598090036588506,822.254,prepare,0.0
120,2.0,-1.4431944883679007,-1.7132971322473558,179.00105468007843,0.0,2.0,11,100.83817181891936,False,True,0.8434665395971591,1,16.598090036588506,822.333,in_progress,0.0
120,3.0,-1.450089249991671,-1.711732548786776,178.6141466549822,0.0,2.0,11,100.69670009289813,False,True,0.8850609935510255,1,16.598090036588506,822.402,in_progress,0.0
120,4.0,-1.4740855480799544,-1.7121718191445898,178.82690361633988,-10.0,2.0,8,100.93294376944993,False,True,1.0296154815002216,1,16.598090036588506,822.466,in_progress,0.0
120,5.0,-1.5112668742811781,-1.7064871011595488,177.64232923011133,10.0,2.0,14,99.24109249049809,False,True,1.2538235847347443,2,16.598090036588506,822.533,in_progress,0.0
120,6.0,-1.5569718048682,-1.7022644777243627,177.07503582806547,0.0,2.0,11,96.71203214972316,False,True,1.529331671829024,2,16.598090036588506,822.603,in_progress,0.0
120,7.0,-1.6244499751223,-1.704338095825023,178.30560963433328,-30.0,2.0,2,99.00707183730965,False,True,1.9357925441930979,2,16.598090036588506,822.666,in_progress,0.0
120,8.0,-1.701851399266192,-1.6957033341407408,176.84311002000527,-30.0,1.33,1,60.948332335116596,False,True,2.4024190515370156,3,16.598090036588506,822.729,in_progress,0.0
120,9.0,-1.7802756747645208,-1.6684953212322813,171.7666878820163,-30.0,1.33,1,31.470519921528584,False,True,2.870894017353455,3,16.598090036588506,822.802,in_progress,0.0
120,10.0,-1.8755748810909565,-1.6228883187944227,165.02858676728366,-20.0,2.0,5,2.6862499685685775,False,True,3.4413851548049372,3,16.598090036588506,822.864,in_progress,0.0
120,11.0,-1.9497073548334372,-1.5739973435773453,158.80874610194613,-10.0,1.33,7,-2.059292280886399,False,True,3.8841018002560137,4,16.598090036588506,822.932,in_progress,0.0
120,12.0,-2.0310365771101,-1.5146576503761655,153.13837169357413,10.0,2.0,14,-5.254477684265143,False,True,4.695876878884232,4,16.598090036588506,822.999,in_progress,0.0
120,13.0,-2.1137090388592568,-1.4627137426507493,151.2222416590243,20.0,0.67,15,-2.062858629743351,False,True,5.25702597043508,4,16.598090036588506,823.065,in_progress,0.0
120,14.0,-2.2528676753632886,-1.408951255783551,155.37738125231462,10.0,0.67,12,-1.420738655121262,False,True,6.954886622800832,5,16.598090036588506,823.13,in_progress,0.0
120,15.0,-2.28575944750687,-1.4014944053429972,157.05509662963757,-30.0,1.33,1,-2.0855489028021785,False,True,7.123922468876202,5,16.598090036588506,823.202,in_progress,0.0
120,16.0,-2.3723774665902306,-1.3774229049508964,159.39091017101802,-20.0,1.33,4,-0.23666766683388146,False,True,7.588438841687481,6,16.598090036588506,823.269,in_progress,0.0
120,17.0,-2.439594945560595,-1.3384332269996053,156.4970064409245,-30.0,1.33,1,1.0491672069413438,False,True,8.330706199001435,6,16.598090036588506,823.323,in_progress,0.0
120,18.0,-2.498568501586758,-1.2876381661476108,151.36936783751264,-20.0,0.67,3,1.731394435118601,False,True,8.752461401448528,6,16.598090036588506,823.401,in_progress,0.0
120,19.0,-2.5465817936386306,-1.227888816386639,144.66926260775406,-20.0,0.67,3,4.010519260205599,False,True,9.197587608300363,7,16.598090036588506,823.474,in_progress,0.0
120,20.0,-2.5872272219667285,-1.167082265970673,138.810482808392,-10.0,1.33,7,14.243591363788097,False,True,9.630975014279,7,16.598090036588506,823.534,in_progress,0.0
120,21.0,-2.6208279397836205,-1.1145611439392251,134.84480155751228,-10.0,2.0,8,32.716517810985835,False,True,10.057232238329526,7,16.598090036588506,823.607,in_progress,0.0
120,22.0,-2.6646795023620724,-1.0382479432511666,129.83618031107864,-10.0,2.0,8,70.46297956830955,False,True,10.568087624101166,7,16.598090036588506,823.668,in_progress,0.0
120,23.0,-2.7009388004588235,-0.9644923472205946,125.54945580631018,-30.0,2.0,2,98.11981877809464,False,True,11.052692226085679,8,16.598090036588506,823.737,in_progress,0.0
120,24.0,-2.7404278836544966,-0.8570744827374218,119.15486453191531,-10.0,2.0,8,109.88591727008956,False,True,11.738611121058954,8,16.598090036588506,823.798,in_progress,0.0
120,25.0,-2.76803287825342,-0.7585873163956239,114.091838911608,-30.0,1.33,1,74.63880463562438,False,True,12.355189598141033,8,16.598090036588506,823.864,in_progress,0.0
120,26.0,-2.7950109013460303,-0.6109340653795409,107.05906497841896,-10.0,2.0,8,113.23744958753063,False,True,13.259482010409778,9,16.598090036588506,823.942,in_progress,0.0
120,27.0,-2.803799870608418,-0.5170074094264768,102.89814225526816,-10.0,2.0,8,110.7353870823291,False,True,13.825913763573691,9,16.598090036588506,823.999,in_progress,0.0
120,28.0,-2.8057947722382983,-0.42762292156869985,98.95413283320269,0.0,2.0,11,95.79692868564375,False,True,14.358239941412759,9,16.598090036588506,824.067,in_progress,0.0
120,29.0,-2.8089556839898084,-0.3007148248572977,95.59191719618632,0.0,2.0,11,64.1339040865735,False,True,15.114382811073204,10,16.598090036588506,824.133,in_progress,0.0
120,30.0,-2.8170923596005943,-0.182056678760535,94.79309593092724,10.0,2.0,14,42.71161574067442,False,True,15.815009620193896,10,16.598090036588506,824.198,in_progress,0.0
120,31.0,-2.831665162077389,-0.05967103120959749,95.77196558499926,-10.0,0.67,6,10.108916164125565,False,True,16.55433608082212,11,16.598090036588506,824.267,in_progress,0.0
120,32.0,-2.842712280197769,0.05876514042154263,95.65942226287203,20.0,1.33,16,13.70978197694926,False,True,17.26593375730975,11,16.598090036588506,824.333,in_progress,0.0
120,33.0,-2.845390811479746,0.15960591378403027,94.17606646228636,-10.0,1.33,7,9.582318502830288,False,True,17.84457621947114,11,16.598090036588506,824.402,in_progress,0.0
120,34.0,-2.8571560893202377,0.2656830840935762,94.9523771956926,30.0,2.0,20,13.190096248257047,False,True,18.481967361597327,12,16.598090036588506,824.465,in_progress,0.0
120,35.0,-2.870163722939892,0.3604872043154385,96.05234399234385,10.0,1.33,13,8.614472281235033,False,True,19.055231819831395,12,16.598090036588506,824.533,in_progress,0.0
120,36.0,-2.8987989584902905,0.4568539690614445,99.96856824487699,-30.0,1.33,1,9.2938295297243,False,True,19.67080019211801,12,16.598090036588506,824.594,in_progress,0.0
120,37.0,-2.926514717076227,0.5533395000447128,102.19546271621051,-30.0,1.33,1,9.996331476463492,False,True,20.274812791645797,13,16.598090036588506,824.675,in_progress,0.0
120,38.0,-2.940241106797078,0.6628065029218605,100.10209606129995,-10.0,0.67,6,4.9532850490381595,False,True,20.93593363977497,13,16.598090036588506,824.732,in_progress,0.0
120,39.0,-2.94156155452479,0.73603157913913,97.47917629774047,-10.0,0.67,6,4.904886785050124,False,True,21.452725148650973,13,16.598090036588506,824.799,in_progress,0.0
120,40.0,-2.936547270124839,0.811654246314853,94.18463387304988,-30.0,2.0,2,14.31914050678337,False,True,21.900848971820043,13,16.598090036588506,824.857,in_progress,0.0
120,41.0,-2.9151442251610256,0.9209007628281872,87.86843045776307,30.0,1.33,19,8.773399037981537,False,True,22.537424281538872,14,16.598090036588506,824.949,in_progress,0.0
120,42.0,-2.8930496666065455,1.0043098381652524,83.50740229626129,20.0,0.67,15,4.361357415619694,False,True,23.422515864671794,14,16.598090036588506,824.996,in_progress,0.0
120,43.0,-2.8878201569031123,1.0575166187893343,83.66595239294506,10.0,0.67,12,4.545708927518784,False,True,23.74343207023629,14,16.598090036588506,825.067,in_progress,0.0
120,44.0,-2.8917456206127694,1.133760315438215,86.3443347970205,-20.0,1.33,4,9.912950310332363,False,True,24.19071527134918,15,16.598090036588506,825.124,in_progress,0.0
120,45.0,-2.8909659445668883,1.203741258492973,87.07062060634587,-30.0,1.33,1,10.589473936846758,False,True,24.60608626260481,15,16.598090036588506,825.2,in_progress,0.0
120,46.0,-2.870951210359074,1.2800976886661593,83.5137527474948,-30.0,1.33,1,11.838742494353683,False,True,25.455380755987406,15,16.598090036588506,825.257,in_progress,0.0
120,47.0,-2.8206799744433253,1.3767056310749655,75.27868418617129,-30.0,1.33,1,12.550613746246295,False,True,26.109713568476582,16,16.598090036588506,825.329,in_progress,0.0
120,48.0,-2.7827816268007894,1.4294838023244605,69.97725349568393,-20.0,0.67,3,6.592007112095408,False,True,26.963460097013307,16,16.598090036588506,825.405,in_progress,0.0
120,49.0,-2.7325025727869074,1.48366274721518,63.46229959405386,-20.0,1.33,4,14.266563002276955,False,True,27.386957356127777,16,16.598090036588506,825.465,in_progress,0.0
120,50.0,-2.6763976437306165,1.5340788066783364,57.237243533074974,-30.0,1.33,1,15.674632940808422,False,True,27.830080678992164,17,16.598090036588506,825.526,in_progress,0.0
120,51.0,-2.5969385548927755,1.5856178152282305,48.79641741802903,-20.0,0.67,3,8.439814791816765,False,True,28.399407728864656,17,16.598090036588506,825.599,in_progress,0.0
120,52.0,-2.5361236319214355,1.614529619459796,42.61301623375587,-20.0,0.67,3,10.925075529758963,False,True,29.015940042463722,17,16.598090036588506,825.666,in_progress,0.0
120,53.0,-2.4526921532435324,1.6483974615156582,35.77308368326596,-30.0,1.33,1,35.277534164572195,False,True,29.54115967089442,18,16.598090036588506,825.75,in_progress,0.0
120,54.0,-2.383448440207493,1.66663249912597,29.929997337525638,-10.0,2.0,8,66.12494512987767,False,True,29.969200454438184,18,16.598090036588506,825.805,in_progress,0.0
120,55.0,-2.3042187583454465,1.6836998866535344,24.29279548006361,-20.0,1.33,4,53.39504046671359,False,True,30.4850372937025,18,16.598090036588506,825.866,in_progress,0.0
120,56.0,-2.2189691176488173,1.7023658121461962,20.30229445484463,-30.0,2.0,2,110.3968791597759,False,True,31.00040175158543,18,16.598090036588506,825.932,in_progress,0.0
120,57.0,-2.1159418055120818,1.711892965183935,14.414797486236614,-10.0,2.0,8,121.81389364271759,False,True,31.621967532095734,19,16.598090036588506,825.998,in_progress,0.0
120,58.0,-2.026008811226549,1.7168016842166303,10.473663268437559,-10.0,0.67,6,42.21900191628402,False,True,32.16420267272948,19,16.598090036588506,826.073,in_progress,0.0
120,59.0,-1.9105461263685413,1.7191770847528716,6.610257976151538,-10.0,0.67,6,42.58672576880963,False,True,32.85993043445794,19,16.598090036588506,826.134,in_progress,0.0
